object_detection/images/2020-06-12-09-32-10-2678_2200.jpg,568,217,1118,605,sand,no
object_detection/images/2020-06-12-15-33-01-1369_1940.jpg,183,557,554,826,sand,yes
object_detection/images/cug_v6_f225.jpg,769,408,1002,699,sand,yes
object_detection/images/cug_2020-06-12-09-32-10-2677_24.jpg,49,201,137,276,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_1290.jpg,260,87,354,185,sand,unrecognized
object_detection/images/cug_l_v2_f825.jpg,1707,210,1920,389,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_830.jpg,0,147,862,506,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_7100.jpg,1017,150,1094,228,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_1090.jpg,259,86,354,184,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1369_680.jpg,495,570,801,785,sand,yes
object_detection/images/cug_l_v9_f64575.jpg,674,86,765,190,sand,yes
object_detection/images/2020-06-11-18-05-08-2790_450.jpg,669,12,1059,203,sand,yes
object_detection/images/cug_l_v1_f1100.jpg,809,114,1192,263,sand,no
object_detection/images/wuwei_cug_2020-07-17-18-10-01-7053_24.jpg,662,326,822,394,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_940.jpg,1516,164,1704,261,sand,no
object_detection/images/cug_l_v3_f47750.jpg,570,201,765,405,sand,yes
object_detection/images/cug_l_v7_f32050.jpg,1269,238,1524,369,sand,no
object_detection/images/2020-06-12-09-32-10-2678_290.jpg,259,87,353,184,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1369_760.jpg,349,568,664,825,sand,yes
object_detection/images/cug_v1_f150.jpg,877,313,954,403,sand,unrecognized
object_detection/images/cug_l_v2_f3425.jpg,1123,190,1533,409,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_10670.jpg,493,691,1413,1080,sand,yes
object_detection/images/cug_l_v9_f64175.jpg,3,544,496,1080,sand,yes
object_detection/images/2020-06-12-15-33-01-1358_12670.jpg,979,316,1297,605,sand,no
object_detection/images/2020-06-11-18-05-08-2803_30.jpg,951,269,1312,488,sand,no
object_detection/images/2020-06-11-18-05-08-2790_13620.jpg,641,31,1284,334,sand,no
object_detection/images/cug_v18_f175.jpg,1134,79,1234,205,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1369_730.jpg,398,570,707,813,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_7300.jpg,1034,152,1110,230,sand,yes
object_detection/images/2020-06-12-09-32-10-2677_6140.jpg,1,158,954,742,sand,yes
object_detection/images/2020-06-12-15-33-01-1358_6760.jpg,702,322,791,422,sand,no
object_detection/images/cug_v1_f350.jpg,608,498,1028,1074,sand,yes
object_detection/images/cug_v11_f450.jpg,559,510,1043,1080,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_770.jpg,1518,161,1704,265,sand,no
object_detection/images/cug_v0_f675.jpg,992,425,1304,793,sand,yes
object_detection/images/2020-06-12-15-33-01-1358_12760.jpg,1419,455,1920,1080,sand,no
object_detection/images/2020-06-12-15-33-01-1369_580.jpg,672,579,963,773,sand,yes
object_detection/images/cug_v9_f275.jpg,822,196,1111,566,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_7610.jpg,905,157,1056,294,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_920.jpg,0,573,397,938,sand,yes
object_detection/images/2020-06-12-15-33-01-1358_12570.jpg,701,319,788,424,sand,no
object_detection/images/cug_v1_f575.jpg,747,413,970,707,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_10660.jpg,412,659,1174,1080,sand,yes
object_detection/images/cug_l_v11_f74825.jpg,544,351,1484,957,sand,no
object_detection/images/cug_l_v0_f14325.jpg,1191,290,1702,828,sand,yes
object_detection/images/cug_l_v11_f13175.jpg,705,450,1328,858,sand,no
object_detection/images/2020-06-12-15-33-01-1369_9340.jpg,138,561,604,854,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_8160.jpg,1019,603,1262,810,sand,no
object_detection/images/2020-06-12-09-32-10-2678_1010.jpg,1517,165,1704,264,sand,no
object_detection/images/2020-06-12-15-33-01-1369_610.jpg,623,578,919,779,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_2090.jpg,306,109,456,250,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1363_14460.jpg,0,258,466,805,sand,no
object_detection/images/2020-06-12-09-32-10-2678_1180.jpg,260,86,354,185,sand,no
object_detection/images/2020-06-12-15-33-01-1369_11270.jpg,1211,689,1920,1080,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_230.jpg,1516,164,1703,261,sand,no
object_detection/images/cug_l_v3_f79225.jpg,802,493,1280,720,sand,no
object_detection/images/2020-06-12-09-32-10-2678_850.jpg,626,153,1316,457,sand,yes
object_detection/images/cug_v14_f350.jpg,1043,648,1412,1076,sand,no
object_detection/images/2020-06-12-09-32-10-2678_1090.jpg,1516,164,1703,259,sand,no
object_detection/images/cug_l_v2_f8625.jpg,94,220,537,418,sand,no
object_detection/images/2020-06-12-15-33-01-1319_4480.jpg,571,130,718,201,sand,no
object_detection/images/2020-06-11-18-05-08-2790_7860.jpg,1414,61,1503,131,sand,unrecognized
object_detection/images/cug_l_v0_f3375.jpg,1106,212,1321,426,sand,yes
object_detection/images/2020-06-11-18-05-08-2803_60.jpg,1076,283,1587,570,sand,no
object_detection/images/2020-06-11-18-05-08-2803_10890.jpg,813,270,929,336,sand,yes
object_detection/images/cug_v17_f400.jpg,691,308,1280,720,sand,yes
object_detection/images/cug_l_v2_f8725.jpg,1653,232,1823,333,sand,no
object_detection/images/2020-06-12-09-32-10-2678_1170.jpg,260,87,354,184,sand,unrecognized
object_detection/images/2020-06-12-09-32-10-2678_1080.jpg,1517,164,1703,259,sand,no
object_detection/images/2020-06-11-18-05-08-2803_3650.jpg,1073,268,1456,467,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_390.jpg,0,259,651,1080,sand,yes
object_detection/images/cug_l_v3_f50325.jpg,776,394,1280,720,sand,yes
object_detection/images/cug_l_v10_f12225.jpg,987,455,1151,616,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1369_1850.jpg,1222,678,1920,1080,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_780.jpg,306,569,633,831,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_7700.jpg,1052,147,1113,214,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_10190.jpg,1351,599,1479,695,sand,unrecognized
object_detection/images/cug_v8_f225.jpg,992,99,1110,237,sand,yes
object_detection/images/cug_l_v10_f16150.jpg,874,349,944,424,sand,unrecognized
object_detection/images/2020-06-12-09-32-10-2678_2080.jpg,298,107,438,241,sand,no
object_detection/images/2020-06-12-15-33-01-1358_6820.jpg,701,322,790,423,sand,no
object_detection/images/cug_v1_f375.jpg,613,502,1031,1080,sand,yes
object_detection/images/2020-06-12-09-32-10-2677_6190.jpg,1371,149,1805,399,sand,yes
object_detection/images/2020-06-12-15-33-01-1358_6350.jpg,1174,326,1655,661,sand,no
object_detection/images/2020-06-12-09-32-10-2678_980.jpg,1517,165,1704,265,sand,no
object_detection/images/2020-06-12-15-33-01-1358_6470.jpg,937,300,1026,410,sand,no
object_detection/images/cug_l_v7_f950.jpg,1702,279,1920,461,sand,yes
object_detection/images/cug_l_v0_f5850.jpg,1046,139,1129,218,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_2010.jpg,0,518,191,724,sand,yes
object_detection/images/2020-06-11-18-05-08-2803_8380.jpg,1486,299,1920,656,sand,no
object_detection/images/cug_v8_f250.jpg,968,112,1112,281,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_400.jpg,260,85,354,183,sand,unrecognized
object_detection/images/cug_l_v0_f5100.jpg,1119,183,1212,259,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1363_7230.jpg,0,380,489,1080,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_40.jpg,1516,164,1706,263,sand,no
object_detection/images/2020-06-12-15-33-01-1369_10130.jpg,1005,614,1211,887,sand,no
object_detection/images/cug_l_v10_f57700.jpg,977,429,1250,768,sand,yes
object_detection/images/cug_l_v4_f9925.jpg,51,322,739,857,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_1970.jpg,76,539,359,775,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_6990.jpg,0,253,653,1080,sand,yes
object_detection/images/2020-06-12-13-45-01-2371_790.jpg,221,244,524,564,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1363_14400.jpg,867,147,1000,266,sand,no
object_detection/images/cug_v8_f375.jpg,463,324,1073,1080,sand,yes
object_detection/images/cug_v8_f200.jpg,1011,87,1116,204,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_7290.jpg,1026,152,1106,235,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_830.jpg,260,86,354,148,sand,unrecognized
object_detection/images/2020-06-11-18-05-08-2790_7970.jpg,302,9,926,299,sand,no
object_detection/images/2020-06-12-13-45-01-2371_890.jpg,21,253,354,611,sand,unrecognized
object_detection/images/2020-06-12-09-32-10-2678_130.jpg,1516,164,1703,261,sand,no
object_detection/images/2020-06-12-09-32-10-2678_1370.jpg,245,112,626,276,sand,no
object_detection/images/2020-06-11-18-05-08-2803_12980.jpg,649,281,785,395,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1369_8120.jpg,779,604,1094,834,sand,no
object_detection/images/2020-06-12-09-32-10-2678_100.jpg,248,81,333,163,sand,unrecognized
object_detection/images/2020-06-12-09-32-10-2678_1140.jpg,1491,162,1684,254,sand,no
object_detection/images/cug_l_v2_f2225.jpg,815,297,1798,958,sand,no
object_detection/images/2020-06-12-15-33-01-1358_6550.jpg,702,321,790,423,sand,no
object_detection/images/2020-06-12-15-33-01-1369_10160.jpg,1045,612,1275,852,sand,no
object_detection/images/2020-06-12-15-33-01-1358_12710.jpg,702,323,787,420,sand,no
object_detection/images/2020-06-12-15-33-01-1363_600.jpg,435,183,962,592,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_8070.jpg,344,593,805,905,sand,no
object_detection/images/cug_v3_f325.jpg,728,457,1008,808,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_900.jpg,260,87,354,184,sand,unrecognized
object_detection/images/2020-06-11-18-05-08-2790_3150.jpg,88,1,808,359,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_9310.jpg,546,614,1270,976,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_1280.jpg,1040,139,1315,261,sand,no
object_detection/images/2020-06-12-09-32-10-2677_6150.jpg,67,134,1287,662,sand,yes
object_detection/images/2020-06-12-09-32-10-2678_490.jpg,1517,164,1704,264,sand,no
object_detection/images/2020-06-12-15-33-01-1369_10480.jpg,503,576,805,789,sand,yes
object_detection/images/2020-06-12-15-33-01-1363_12010.jpg,78,209,842,760,sand,yes
object_detection/images/2020-06-12-15-33-01-1319_10.jpg,865,138,1175,252,sand,no
object_detection/images/2020-06-12-09-32-10-2678_6080.jpg,412,160,1077,404,sand,yes
object_detection/images/cug_v17_f250.jpg,620,247,1025,648,sand,yes
object_detection/images/2020-06-12-15-33-01-1369_10170.jpg,1075,612,1314,844,sand,no
object_detection/images/2020-06-12-15-33-01-1363_12150.jpg,1001,149,1078,226,sand,yes
object_detection/images/2020-06-12-09-32-10-2677_1230.jpg,100,158,505,390,sand,no
object_detection/images/2020-06-12-09-32-10-2678_210.jpg,1515,165,1704,262,sand,no
object_detection/images/2020-06-12-09-32-10-2678_2060.jpg,285,103,413,226,sand,no
object_detection/images/2020-06-12-09-32-10-2678_3450.jpg,1428,202,1747,387,sand,yes
object_detection/images/2020-06-12-13-45-01-2371_820.jpg,164,252,475,581,sand,unrecognized
object_detection/images/2020-06-12-15-33-01-1319_20.jpg,1024,151,1367,281,sand,no
object_detection/images/2020-06-12-15-33-01-1358_6630.jpg,700,323,793,422,sand,no
